trial,arm,order_id,side,intended_size,filled_size,fill_rate,decision_price,avg_fill_price,implementation_shortfall,vwap_slippage,timed_out,tick_to_trade_us,fees_paid
36,sor,4,SELL,4172,4172,1,9655.5,9668.85,-55681,-13.3464,0,2092.5,1.3167
36,sor,5,SELL,2073,2073,1,9723,9721.29,3550,1.71249,0,2037.5,1.0665
37,sor,0,SELL,7586,7586,1,9481,9477.48,26711,54.0343,0,5487.5,2.2814
37,sor,1,BUY,4631,4631,1,9547.5,9519.33,-130476,48.1442,0,3844.9,1.103
37,sor,2,SELL,7068,7068,1,9245,9244.66,2385,0.337436,0,551.7,2.0811
37,sor,3,BUY,8050,8050,1,9186.5,9227.27,328229,20.2738,0,1569.5,5.0634
37,sor,4,SELL,5260,5260,1,9215.5,9176.21,206643,39.2857,0,7153.8,1.3117
37,sor,5,SELL,8329,8329,1,9104.5,9106.09,-13239.5,27.7776,0,582.3,2.8656
38,sor,0,SELL,9795,9795,1,10418.5,10401.3,168412,17.1937,0,2036.2,5.0058
38,sor,1,SELL,9677,9677,1,10473,10464,86830,8.97282,0,4628.4,2.9684
38,sor,2,SELL,9233,9233,1,10455.5,10433.6,202157,21.895,0,604.3,2.6486
38,sor,3,BUY,2179,2179,1,10453.5,10422.3,-68093.5,-31.2499,0,2032.8,0.2179
38,sor,4,SELL,4604,4604,1,10431,10399,147548,32.0478,0,7563.7,2.286
38,sor,5,SELL,2322,2322,1,10419,10415.2,8733,3.76098,0,206.6,0.2322
39,sor,0,BUY,7952,7952,1,10008.5,10022.1,108445,1.70305,0,606.8,3.6603
39,sor,1,SELL,5367,5367,1,10091.5,10080.2,60656.5,11.3018,0,247.5,3.4911
39,sor,2,SELL,1843,1843,1,10154,10158,-7295,-3.95822,0,445.8,0.7407
39,sor,3,SELL,4714,4714,1,10153.5,10148.7,22709,-1.68265,0,1154.5,2.3202
39,sor,4,SELL,8240,8240,1,10142.5,10136.3,50990,6.18811,0,578.6,3.4362
39,sor,5,BUY,5033,5033,1,10142.5,10147.6,25732.5,5.11276,0,2761,2.4993
40,sor,0,SELL,5023,5023,1,9848,9847.94,317,4.83903,0,2470.2,1.3698
40,sor,1,BUY,3639,3639,1,9880,9891.6,42214,11.6004,0,465.4,1.0524
40,sor,2,SELL,7924,7924,1,9884,9873.18,85700,10.8152,0,583.1,1.9345
40,sor,3,SELL,9097,9097,1,9902,9884.86,155933,48.3333,0,602.6,4.1508
40,sor,4,SELL,6196,6196,1,9940,9923.77,100554,19.9899,0,516.4,2.2419
40,sor,5,SELL,4469,4469,1,9999,9995.55,15402,3.44641,0,216.7,2.5317
41,sor,0,BUY,5857,5857,1,9969.5,9983.44,81668.5,13.9437,0,13323.9,1.8817
41,sor,1,SELL,9714,9714,1,9988.5,9949.48,379085,5.5246,0,4236.1,3.4338
41,sor,2,SELL,8367,8367,1,9984.5,9961.22,194801,9.00487,0,2011,1.6224
41,sor,3,BUY,3347,3347,1,9895,9916.64,72415,23.3198,0,12258.2,1.9458
41,sor,4,BUY,7171,7171,1,9868,9888.57,147525,-94.0063,0,4801.5,3.6945
41,sor,5,SELL,8010,8010,1,9880,9930.72,-406304,17.9829,0,303.6,0.801
42,sor,0,BUY,1877,1877,1,9996.5,9997.77,2383.5,1.76985,0,1966.9,0.7578
42,sor,1,BUY,8456,8456,1,9889,9913.18,204453,21.7512,0,6296.8,4.4325
42,sor,2,BUY,9526,9526,1,9918.5,9991.75,697773,13.7493,0,405.7,5.2686
42,sor,3,SELL,3186,3186,1,9866,9945.87,-254471,-79.8716,0,3160.6,0.3186
42,sor,4,BUY,6947,6947,1,9841.5,9841.79,2043.5,10.7681,0,555.9,2.2904
42,sor,5,BUY,7012,7012,1,9850.5,9845.01,-38480,-5.48774,0,538.5,3.6864
43,sor,0,SELL,9597,9597,1,9765,9766.8,-17297,15.8241,0,9365.3,2.9106
43,sor,1,SELL,9796,9796,1,9733,9723,97965,11.7206,0,673.9,3.0506
43,sor,2,SELL,1052,1052,1,9738.5,9793.46,-57814,11.9662,0,425,0.2267
43,sor,3,BUY,7560,7560,1,9817,9824.63,57654,17.6659,0,1347.6,3.078
43,sor,4,BUY,4527,4527,1,9561.5,9590.95,133338,-63.0242,0,6624.3,1.5057
43,sor,5,SELL,6983,6983,1,9581,9580.46,3775,0.540599,0,486.4,1.9295
44,sor,0,BUY,4122,4122,1,9965.5,9955.69,-40425,28.6929,0,518.1,0.9792
44,sor,1,SELL,1584,1584,1,9926.5,10026.2,-157961,-78.5139,0,287.2,0.2808
44,sor,2,SELL,1794,1794,1,9950,9937.16,23040,12.8428,0,445.8,0.3252
44,sor,3,BUY,7432,7432,1,9890.5,9957.39,497141,66.892,0,577.9,3.9645
44,sor,4,BUY,6414,6414,1,9805.5,9833.6,180203,28.0953,0,537.9,2.0994
44,sor,5,BUY,1625,1625,1,9855.5,9869.04,22010.5,13.5449,0,178.9,0.9441
45,sor,0,SELL,5583,5583,1,9990.5,9982.97,42042.5,7.53045,0,6981.3,2.97
45,sor,1,BUY,1326,1326,1,9990.5,9992,1986,1.49774,0,442.8,0.5319
45,sor,2,SELL,9142,9142,1,9979,9969.36,88147,-17.0315,0,7909.7,2.7286
45,sor,3,SELL,2907,2907,1,9962.5,9929.72,95278.5,32.7755,0,211,0.8739
45,sor,4,BUY,6579,6579,1,9953,9968.19,99960,40.9181,0,1294.7,3.483
45,sor,5,SELL,2718,2718,1,9907,9901.62,14629,-6.61773,0,5536.7,0.7641
46,sor,0,BUY,1864,1864,1,10113.5,10111.1,-4551,8.05848,0,2421.4,0.3808
46,sor,1,BUY,4877,4877,1,10116,10039.4,-373479,-76.5797,0,1414.3,0.7994
46,sor,2,SELL,9521,9521,1,10131,10118,123698,1.11073,0,799.3,4.8807
46,sor,3,BUY,7566,7566,1,10134,10087.2,-353954,-46.7822,0,267.1,0.7566
46,sor,4,SELL,944,944,1,10134,10073.1,57516,60.928,0,195.3,0.8496
46,sor,5,SELL,8297,8297,1,10052,10024.7,226339,27.2796,0,602.2,2.2877
47,sor,0,SELL,9231,9231,1,9856,9846.74,85453,4.27027,0,626.4,4.3767
47,sor,1,SELL,5236,5236,1,9877,9863.71,69575,27.3249,0,1470.5,2.0016
47,sor,2,BUY,9973,9973,1,9756,9766.33,103034,6.49275,0,649.5,3.2274
